LocationTime,Location,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($)
DEU-2009,DEU,Germany,2009,male,35-54 ,2628,12872657,20.42,"3,418,005,001,389",43570
DEU-2009,DEU,Germany,2009,male,25-34 ,637,4909814,12.97,"3,418,005,001,389",43570
DEU-2009,DEU,Germany,2009,female,75+ ,520,4569198,11.38,"3,418,005,001,389",43570
DEU-2009,DEU,Germany,2009,male,15-24 ,443,4760066,9.31,"3,418,005,001,389",43570
DEU-2009,DEU,Germany,2009,female,55-74 ,789,9995593,7.89,"3,418,005,001,389",43570
DEU-2009,DEU,Germany,2009,female,35-54 ,788,12445519,6.33,"3,418,005,001,389",43570
DEU-2009,DEU,Germany,2009,female,25-34 ,146,4784538,3.05,"3,418,005,001,389",43570
DEU-2009,DEU,Germany,2009,female,15-24 ,121,4552176,2.66,"3,418,005,001,389",43570
DEU-2009,DEU,Germany,2009,male,5-14 ,12,3925018,0.31,"3,418,005,001,389",43570
DEU-2009,DEU,Germany,2009,female,5-14 ,9,3726357,0.24,"3,418,005,001,389",43570
DEU-2010,DEU,Germany,2010,male,75+ ,1277,2742959,46.56,"3,417,094,562,649",43614
DEU-2010,DEU,Germany,2010,male,55-74 ,2358,9350157,25.22,"3,417,094,562,649",43614
DEU-2010,DEU,Germany,2010,male,35-54 ,2605,12731842,20.46,"3,417,094,562,649",43614
DEU-2010,DEU,Germany,2010,male,25-34 ,735,4940288,14.88,"3,417,094,562,649",43614
DEU-2010,DEU,Germany,2010,female,75+ ,588,4669323,12.59,"3,417,094,562,649",43614
DEU-2010,DEU,Germany,2010,male,15-24 ,474,4702588,10.08,"3,417,094,562,649",43614
DEU-2010,DEU,Germany,2010,female,55-74 ,851,10027136,8.49,"3,417,094,562,649",43614
DEU-2010,DEU,Germany,2010,female,35-54 ,805,12316695,6.54,"3,417,094,562,649",43614
DEU-2010,DEU,Germany,2010,female,25-34 ,177,4807946,3.68,"3,417,094,562,649",43614
DEU-2010,DEU,Germany,2010,female,15-24 ,132,4489057,2.94,"3,417,094,562,649",43614
DEU-2010,DEU,Germany,2010,male,5-14 ,22,3883512,0.57,"3,417,094,562,649",43614
DEU-2010,DEU,Germany,2010,female,5-14 ,6,3687564,0.16,"3,417,094,562,649",43614
DEU-2011,DEU,Germany,2011,male,75+ ,1374,2900218,47.38,"3,757,698,281,118",47947
DEU-2011,DEU,Germany,2011,male,55-74 ,2538,9396062,27.01,"3,757,698,281,118",47947
DEU-2011,DEU,Germany,2011,male,35-54 ,2582,12614051,20.47,"3,757,698,281,118",47947
DEU-2011,DEU,Germany,2011,male,25-34 ,684,5006064,13.66,"3,757,698,281,118",47947
DEU-2011,DEU,Germany,2011,female,75+ ,624,4791265,13.02,"3,757,698,281,118",47947
DEU-2011,DEU,Germany,2011,male,15-24 ,461,4653810,9.91,"3,757,698,281,118",47947
DEU-2011,DEU,Germany,2011,female,55-74 ,802,10049757,7.98,"3,757,698,281,118",47947
DEU-2011,DEU,Germany,2011,female,35-54 ,757,12196847,6.21,"3,757,698,281,118",47947
DEU-2011,DEU,Germany,2011,female,25-34 ,188,4854346,3.87,"3,757,698,281,118",47947
DEU-2011,DEU,Germany,2011,female,15-24 ,122,4432422,2.75,"3,757,698,281,118",47947
DEU-2011,DEU,Germany,2011,male,5-14 ,12,3835083,0.31,"3,757,698,281,118",47947
DEU-2011,DEU,Germany,2011,female,5-14 ,9,3641215,0.25,"3,757,698,281,118",47947
DEU-2012,DEU,Germany,2012,male,75+ ,1430,3062435,46.69,"3,543,983,909,148",45142
DEU-2012,DEU,Germany,2012,male,55-74 ,2302,9453082,24.35,"3,543,983,909,148",45142
DEU-2012,DEU,Germany,2012,male,35-54 ,2408,12515919,19.24,"3,543,983,909,148",45142
DEU-2012,DEU,Germany,2012,male,25-34 ,699,5099210,13.71,"3,543,983,909,148",45142
DEU-2012,DEU,Germany,2012,female,75+ ,607,4920842,12.34,"3,543,983,909,148",45142
DEU-2012,DEU,Germany,2012,male,15-24 ,439,4612682,9.52,"3,543,983,909,148",45142
DEU-2012,DEU,Germany,2012,female,55-74 ,873,10078469,8.66,"3,543,983,909,148",45142
DEU-2012,DEU,Germany,2012,female,35-54 ,810,12089833,6.7,"3,543,983,909,148",45142
DEU-2012,DEU,Germany,2012,female,25-34 ,187,4917857,3.8,"3,543,983,909,148",45142
DEU-2012,DEU,Germany,2012,female,15-24 ,121,4384528,2.76,"3,543,983,909,148",45142
DEU-2012,DEU,Germany,2012,male,5-14 ,11,3782823,0.29,"3,543,983,909,148",45142
DEU-2012,DEU,Germany,2012,female,5-14 ,9,3590435,0.25,"3,543,983,909,148",45142
DEU-2013,DEU,Germany,2013,male,75+ ,1518,3115267,48.73,"3,752,513,503,278",48563
DEU-2013,DEU,Germany,2013,male,55-74 ,2379,9314147,25.54,"3,752,513,503,278",48563
DEU-2013,DEU,Germany,2013,male,35-54 ,2423,12049310,20.11,"3,752,513,503,278",48563
DEU-2013,DEU,Germany,2013,male,25-34 ,739,5060529,14.6,"3,752,513,503,278",48563
DEU-2013,DEU,Germany,2013,female,75+ ,641,4984061,12.86,"3,752,513,503,278",48563
DEU-2013,DEU,Germany,2013,female,55-74 ,875,9995322,8.75,"3,752,513,503,278",48563
DEU-2013,DEU,Germany,2013,male,15-24 ,391,4474441,8.74,"3,752,513,503,278",48563
DEU-2013,DEU,Germany,2013,female,35-54 ,808,11835769,6.83,"3,752,513,503,278",48563
DEU-2013,DEU,Germany,2013,female,25-34 ,188,4928834,3.81,"3,752,513,503,278",48563
DEU-2013,DEU,Germany,2013,female,15-24 ,111,4259808,2.61,"3,752,513,503,278",48563
DEU-2013,DEU,Germany,2013,female,5-14 ,12,3529729,0.34,"3,752,513,503,278",48563
DEU-2013,DEU,Germany,2013,male,5-14 ,6,3723771,0.16,"3,752,513,503,278",48563
DEU-2014,DEU,Germany,2014,male,75+ ,1608,3300059,48.73,"3,890,606,893,347",50167
DEU-2014,DEU,Germany,2014,male,55-74 ,2410,9358747,25.75,"3,890,606,893,347",50167
DEU-2014,DEU,Germany,2014,male,35-54 ,2444,11949414,20.45,"3,890,606,893,347",50167
DEU-2014,DEU,Germany,2014,male,25-34 ,750,5179803,14.48,"3,890,606,893,347",50167
DEU-2014,DEU,Germany,2014,female,75+ ,621,5151214,12.06,"3,890,606,893,347",50167
DEU-2014,DEU,Germany,2014,male,15-24 ,397,4452615,8.92,"3,890,606,893,347",50167
DEU-2014,DEU,Germany,2014,female,55-74 ,855,10013338,8.54,"3,890,606,893,347",50167
DEU-2014,DEU,Germany,2014,female,35-54 ,801,11728001,6.83,"3,890,606,893,347",50167
DEU-2014,DEU,Germany,2014,female,25-34 ,182,5005685,3.64,"3,890,606,893,347",50167
DEU-2014,DEU,Germany,2014,female,15-24 ,121,4215773,2.87,"3,890,606,893,347",50167
DEU-2014,DEU,Germany,2014,male,5-14 ,20,3695813,0.54,"3,890,606,893,347",50167
DEU-2014,DEU,Germany,2014,female,5-14 ,8,3501907,0.23,"3,890,606,893,347",50167
DEU-2015,DEU,Germany,2015,male,75+ ,1729,3487628,49.58,"3,375,611,100,742",43201
DEU-2015,DEU,Germany,2015,male,55-74 ,2304,9436572,24.42,"3,375,611,100,742",43201
DEU-2015,DEU,Germany,2015,male,35-54 ,2267,11854531,19.12,"3,375,611,100,742",43201
DEU-2015,DEU,Germany,2015,male,25-34 ,721,5336932,13.51,"3,375,611,100,742",43201
DEU-2015,DEU,Germany,2015,female,75+ ,635,5338738,11.89,"3,375,611,100,742",43201
DEU-2015,DEU,Germany,2015,female,55-74 ,908,10054932,9.03,"3,375,611,100,742",43201
DEU-2015,DEU,Germany,2015,male,15-24 ,376,4520300,8.32,"3,375,611,100,742",43201
DEU-2015,DEU,Germany,2015,female,35-54 ,800,11616616,6.89,"3,375,611,100,742",43201
DEU-2015,DEU,Germany,2015,female,25-34 ,193,5061297,3.81,"3,375,611,100,742",43201
DEU-2015,DEU,Germany,2015,female,15-24 ,136,4195185,3.24,"3,375,611,100,742",43201
DEU-2015,DEU,Germany,2015,female,5-14 ,13,3517216,0.37,"3,375,611,100,742",43201
DEU-2015,DEU,Germany,2015,male,5-14 ,6,3716736,0.16,"3,375,611,100,742",43201
JPN-1990,JPN,Japan,1990,male,75+ ,1405,2232400,62.94,"3,132,817,652,848",26949
JPN-1990,JPN,Japan,1990,female,75+ ,1814,3736000,48.55,"3,132,817,652,848",26949
JPN-1990,JPN,Japan,1990,male,55-74 ,3654,10761800,33.95,"3,132,817,652,848",26949
JPN-1990,JPN,Japan,1990,male,35-54 ,4822,18296000,26.36,"3,132,817,652,848",26949
JPN-1990,JPN,Japan,1990,female,55-74 ,2607,12588300,20.71,"3,132,817,652,848",26949
JPN-1990,JPN,Japan,1990,male,25-34 ,1462,7927600,18.44,"3,132,817,652,848",26949
JPN-1990,JPN,Japan,1990,female,35-54 ,2184,18325800,11.92,"3,132,817,652,848",26949
JPN-1990,JPN,Japan,1990,male,15-24 ,875,9545600,9.17,"3,132,817,652,848",26949
JPN-1990,JPN,Japan,1990,female,25-34 ,698,7761900,8.99,"3,132,817,652,848",26949
JPN-1990,JPN,Japan,1990,female,15-24 ,434,9143500,4.75,"3,132,817,652,848",26949
JPN-1990,JPN,Japan,1990,male,5-14 ,30,8168200,0.37,"3,132,817,652,848",26949
JPN-1990,JPN,Japan,1990,female,5-14 ,17,7764300,0.22,"3,132,817,652,848",26949
JPN-1991,JPN,Japan,1991,male,75+ ,1354,2311000,58.59,"3,584,420,077,101",30688
JPN-1991,JPN,Japan,1991,female,75+ ,1687,3912000,43.12,"3,584,420,077,101",30688
JPN-1991,JPN,Japan,1991,male,55-74 ,3779,11126000,33.97,"3,584,420,077,101",30688
JPN-1991,JPN,Japan,1991,male,35-54 ,4935,18230000,27.07,"3,584,420,077,101",30688
JPN-1991,JPN,Japan,1991,female,55-74 ,2561,12912000,19.83,"3,584,420,077,101",30688
JPN-1991,JPN,Japan,1991,male,25-34 ,1419,7830000,18.12,"3,584,420,077,101",30688
JPN-1991,JPN,Japan,1991,female,35-54 ,2039,18245000,11.18,"3,584,420,077,101",30688
JPN-1991,JPN,Japan,1991,male,15-24 ,891,9770000,9.12,"3,584,420,077,101",30688
JPN-1991,JPN,Japan,1991,female,25-34 ,637,7665000,8.31,"3,584,420,077,101",30688
JPN-1991,JPN,Japan,1991,female,15-24 ,442,9337000,4.73,"3,584,420,077,101",30688
JPN-1991,JPN,Japan,1991,male,5-14 ,22,7928000,0.28,"3,584,420,077,101",30688
JPN-1991,JPN,Japan,1991,female,5-14 ,14,7536000,0.19,"3,584,420,077,101",30688
JPN-1992,JPN,Japan,1992,male,75+ ,1423,2375000,59.92,"3,908,809,463,464",33320
JPN-1992,JPN,Japan,1992,female,75+ ,1702,4072000,41.8,"3,908,809,463,464",33320
JPN-1992,JPN,Japan,1992,male,55-74 ,4155,11475000,36.21,"3,908,809,463,464",33320
JPN-1992,JPN,Japan,1992,male,35-54 ,5269,18135000,29.05,"3,908,809,463,464",33320
JPN-1992,JPN,Japan,1992,female,55-74 ,2555,13232000,19.31,"3,908,809,463,464",33320
JPN-1992,JPN,Japan,1992,male,25-34 ,1501,7985000,18.8,"3,908,809,463,464",33320
JPN-1992,JPN,Japan,1992,female,35-54 ,1998,18131000,11.02,"3,908,809,463,464",33320
JPN-1992,JPN,Japan,1992,male,15-24 ,996,9743000,10.22,"3,908,809,463,464",33320
JPN-1992,JPN,Japan,1992,female,25-34 ,633,7810000,8.1,"3,908,809,463,464",33320
JPN-1992,JPN,Japan,1992,female,15-24 ,440,9292000,4.74,"3,908,809,463,464",33320
JPN-1992,JPN,Japan,1992,male,5-14 ,52,7720000,0.67,"3,908,809,463,464",33320
JPN-1992,JPN,Japan,1992,female,5-14 ,32,7341000,0.44,"3,908,809,463,464",33320
JPN-1993,JPN,Japan,1993,male,75+ ,1258,2430000,51.77,"4,454,143,876,947",37832
JPN-1993,JPN,Japan,1993,female,75+ ,1566,4227000,37.05,"4,454,143,876,947",37832
JPN-1993,JPN,Japan,1993,male,55-74 ,4185,11787000,35.51,"4,454,143,876,947",37832
JPN-1993,JPN,Japan,1993,male,35-54 ,5472,18083000,30.26,"4,454,143,876,947",37832
JPN-1993,JPN,Japan,1993,male,25-34 ,1473,8120000,18.14,"4,454,143,876,947",37832
JPN-1993,JPN,Japan,1993,female,55-74 ,2418,13512000,17.9,"4,454,143,876,947",37832
JPN-1993,JPN,Japan,1993,female,35-54 ,1955,18064000,10.82,"4,454,143,876,947",37832
JPN-1993,JPN,Japan,1993,male,15-24 ,974,9691000,10.05,"4,454,143,876,947",37832
JPN-1993,JPN,Japan,1993,female,25-34 ,598,7933000,7.54,"4,454,143,876,947",37832
JPN-1993,JPN,Japan,1993,female,15-24 ,404,9233000,4.38,"4,454,143,876,947",37832
JPN-1993,JPN,Japan,1993,male,5-14 ,32,7513000,0.43,"4,454,143,876,947",37832
JPN-1993,JPN,Japan,1993,female,5-14 ,18,7142000,0.25,"4,454,143,876,947",37832
JPN-1994,JPN,Japan,1994,male,75+ ,1364,2476000,55.09,"4,907,039,384,470",41563
JPN-1994,JPN,Japan,1994,male,55-74 ,4256,12046000,35.33,"4,907,039,384,470",41563
JPN-1994,JPN,Japan,1994,female,75+ ,1538,4368000,35.21,"4,907,039,384,470",41563
JPN-1994,JPN,Japan,1994,male,35-54 ,5439,18084000,30.08,"4,907,039,384,470",41563
JPN-1994,JPN,Japan,1994,male,25-34 ,1631,8250000,19.77,"4,907,039,384,470",41563
JPN-1994,JPN,Japan,1994,female,55-74 ,2314,13742000,16.84,"4,907,039,384,470",41563
JPN-1994,JPN,Japan,1994,male,15-24 ,1147,9582000,11.97,"4,907,039,384,470",41563
JPN-1994,JPN,Japan,1994,female,35-54 ,1846,18077000,10.21,"4,907,039,384,470",41563
JPN-1994,JPN,Japan,1994,female,25-34 ,670,8050000,8.32,"4,907,039,384,470",41563
JPN-1994,JPN,Japan,1994,female,15-24 ,463,9111000,5.08,"4,907,039,384,470",41563
JPN-1994,JPN,Japan,1994,male,5-14 ,55,7318000,0.75,"4,907,039,384,470",41563
JPN-1994,JPN,Japan,1994,female,5-14 ,21,6960000,0.3,"4,907,039,384,470",41563
JPN-1995,JPN,Japan,1995,male,75+ ,1358,2553900,53.17,"5,449,116,304,981",46043
JPN-1995,JPN,Japan,1995,male,55-74 ,4429,12402300,35.71,"5,449,116,304,981",46043
JPN-1995,JPN,Japan,1995,female,75+ ,1582,4592800,34.45,"5,449,116,304,981",46043
JPN-1995,JPN,Japan,1995,male,35-54 ,5507,18054500,30.5,"5,449,116,304,981",46043
JPN-1995,JPN,Japan,1995,male,25-34 ,1692,8404400,20.13,"5,449,116,304,981",46043
JPN-1995,JPN,Japan,1995,female,55-74 ,2426,14003800,17.32,"5,449,116,304,981",46043
JPN-1995,JPN,Japan,1995,male,15-24 ,1050,9332000,11.25,"5,449,116,304,981",46043
JPN-1995,JPN,Japan,1995,female,35-54 ,1984,17984000,11.03,"5,449,116,304,981",46043
JPN-1995,JPN,Japan,1995,female,25-34 ,667,8178700,8.16,"5,449,116,304,981",46043
JPN-1995,JPN,Japan,1995,female,15-24 ,488,8925300,5.47,"5,449,116,304,981",46043
JPN-1995,JPN,Japan,1995,male,5-14 ,43,7125500,0.6,"5,449,116,304,981",46043
JPN-1995,JPN,Japan,1995,female,5-14 ,23,6792300,0.34,"5,449,116,304,981",46043
JPN-1996,JPN,Japan,1996,male,75+ ,1339,2633000,50.85,"4,833,712,542,207",40693
JPN-1996,JPN,Japan,1996,male,55-74 ,4870,12820000,37.99,"4,833,712,542,207",40693
JPN-1996,JPN,Japan,1996,female,75+ ,1614,4812000,33.54,"4,833,712,542,207",40693
JPN-1996,JPN,Japan,1996,male,35-54 ,5725,17896000,31.99,"4,833,712,542,207",40693
JPN-1996,JPN,Japan,1996,male,25-34 ,1690,8610000,19.63,"4,833,712,542,207",40693
JPN-1996,JPN,Japan,1996,female,55-74 ,2513,14347000,17.52,"4,833,712,542,207",40693
JPN-1996,JPN,Japan,1996,male,15-24 ,1036,9147000,11.33,"4,833,712,542,207",40693
JPN-1996,JPN,Japan,1996,female,35-54 ,1944,17810000,10.92,"4,833,712,542,207",40693
JPN-1996,JPN,Japan,1996,female,25-34 ,698,8370000,8.34,"4,833,712,542,207",40693
JPN-1996,JPN,Japan,1996,female,15-24 ,474,8725000,5.43,"4,833,712,542,207",40693
JPN-1996,JPN,Japan,1996,male,5-14 ,41,6972000,0.59,"4,833,712,542,207",40693
JPN-1996,JPN,Japan,1996,female,5-14 ,23,6643000,0.35,"4,833,712,542,207",40693
JPN-1997,JPN,Japan,1997,male,75+ ,1429,2717000,52.59,"4,414,732,843,544",37080
JPN-1997,JPN,Japan,1997,male,55-74 ,5435,13212000,41.14,"4,414,732,843,544",37080
JPN-1997,JPN,Japan,1997,male,35-54 ,5984,17698000,33.81,"4,414,732,843,544",37080
JPN-1997,JPN,Japan,1997,female,75+ ,1674,5041000,33.21,"4,414,732,843,544",37080
JPN-1997,JPN,Japan,1997,male,25-34 ,1813,8830000,20.53,"4,414,732,843,544",37080
JPN-1997,JPN,Japan,1997,female,55-74 ,2570,14670000,17.52,"4,414,732,843,544",37080
JPN-1997,JPN,Japan,1997,female,35-54 ,2045,17605000,11.62,"4,414,732,843,544",37080
JPN-1997,JPN,Japan,1997,male,15-24 ,1011,8911000,11.35,"4,414,732,843,544",37080
JPN-1997,JPN,Japan,1997,female,25-34 ,798,8575000,9.31,"4,414,732,843,544",37080
JPN-1997,JPN,Japan,1997,female,15-24 ,468,8489000,5.51,"4,414,732,843,544",37080
JPN-1997,JPN,Japan,1997,male,5-14 ,34,6818000,0.5,"4,414,732,843,544",37080
JPN-1997,JPN,Japan,1997,female,5-14 ,19,6494000,0.29,"4,414,732,843,544",37080
JPN-1998,JPN,Japan,1998,male,75+ ,1732,2823000,61.35,"4,032,509,760,873",33791
JPN-1998,JPN,Japan,1998,male,55-74 ,7981,13546000,58.92,"4,032,509,760,873",33791
JPN-1998,JPN,Japan,1998,male,35-54 ,8384,17557000,47.75,"4,032,509,760,873",33791
JPN-1998,JPN,Japan,1998,female,75+ ,2013,5285000,38.09,"4,032,509,760,873",33791
JPN-1998,JPN,Japan,1998,male,25-34 ,2462,9051000,27.2,"4,032,509,760,873",33791
JPN-1998,JPN,Japan,1998,female,55-74 ,3292,14950000,22.02,"4,032,509,760,873",33791
JPN-1998,JPN,Japan,1998,male,15-24 ,1453,8649000,16.8,"4,032,509,760,873",33791
JPN-1998,JPN,Japan,1998,female,35-54 ,2385,17467000,13.65,"4,032,509,760,873",33791
JPN-1998,JPN,Japan,1998,female,25-34 ,1050,8787000,11.95,"4,032,509,760,873",33791
JPN-1998,JPN,Japan,1998,female,15-24 ,612,8231000,7.44,"4,032,509,760,873",33791
JPN-1998,JPN,Japan,1998,male,5-14 ,66,6655000,0.99,"4,032,509,760,873",33791
JPN-1998,JPN,Japan,1998,female,5-14 ,28,6337000,0.44,"4,032,509,760,873",33791
JPN-1999,JPN,Japan,1999,male,75+ ,1794,2954000,60.73,"4,562,078,822,335",38164
JPN-1999,JPN,Japan,1999,male,55-74 ,7971,13851000,57.55,"4,562,078,822,335",38164
JPN-1999,JPN,Japan,1999,male,35-54 ,8340,17403000,47.92,"4,562,078,822,335",38164
JPN-1999,JPN,Japan,1999,female,75+ ,1881,5516000,34.1,"4,562,078,822,335",38164
JPN-1999,JPN,Japan,1999,male,25-34 ,2595,9242000,28.08,"4,562,078,822,335",38164
JPN-1999,JPN,Japan,1999,female,55-74 ,3146,15244000,20.64,"4,562,078,822,335",38164
JPN-1999,JPN,Japan,1999,male,15-24 ,1385,8383000,16.52,"4,562,078,822,335",38164
JPN-1999,JPN,Japan,1999,female,35-54 ,2313,17316000,13.36,"4,562,078,822,335",38164
JPN-1999,JPN,Japan,1999,female,25-34 ,1036,8959000,11.56,"4,562,078,822,335",38164
JPN-1999,JPN,Japan,1999,female,15-24 ,581,7974000,7.29,"4,562,078,822,335",38164
JPN-1999,JPN,Japan,1999,male,5-14 ,44,6505000,0.68,"4,562,078,822,335",38164
JPN-1999,JPN,Japan,1999,female,5-14 ,29,6193000,0.47,"4,562,078,822,335",38164
JPN-2000,JPN,Japan,2000,male,55-74 ,7988,14034032,56.92,"4,887,519,660,745",40813
JPN-2000,JPN,Japan,2000,male,75+ ,1619,3187143,50.8,"4,887,519,660,745",40813
JPN-2000,JPN,Japan,2000,male,35-54 ,8023,17540437,45.74,"4,887,519,660,745",40813
JPN-2000,JPN,Japan,2000,female,75+ ,1796,5792695,31.0,"4,887,519,660,745",40813
JPN-2000,JPN,Japan,2000,male,25-34 ,2454,9260089,26.5,"4,887,519,660,745",40813
JPN-2000,JPN,Japan,2000,female,55-74 ,3032,15357610,19.74,"4,887,519,660,745",40813
JPN-2000,JPN,Japan,2000,male,15-24 ,1273,8063415,15.79,"4,887,519,660,745",40813
JPN-2000,JPN,Japan,2000,female,35-54 ,2172,17380248,12.5,"4,887,519,660,745",40813
JPN-2000,JPN,Japan,2000,female,25-34 ,1027,8975013,11.44,"4,887,519,660,745",40813
JPN-2000,JPN,Japan,2000,female,15-24 ,531,7669997,6.92,"4,887,519,660,745",40813
JPN-2000,JPN,Japan,2000,male,5-14 ,58,6401260,0.91,"4,887,519,660,745",40813
JPN-2000,JPN,Japan,2000,female,5-14 ,16,6090721,0.26,"4,887,519,660,745",40813
JPN-2001,JPN,Japan,2001,male,55-74 ,7690,14064000,54.68,"4,303,544,259,843",35843
JPN-2001,JPN,Japan,2001,male,75+ ,1692,3404000,49.71,"4,303,544,259,843",35843
JPN-2001,JPN,Japan,2001,male,35-54 ,7913,17516000,45.18,"4,303,544,259,843",35843
JPN-2001,JPN,Japan,2001,female,75+ ,1689,6095000,27.71,"4,303,544,259,843",35843
JPN-2001,JPN,Japan,2001,male,25-34 ,2388,9466000,25.23,"4,303,544,259,843",35843
JPN-2001,JPN,Japan,2001,female,55-74 ,2870,15379000,18.66,"4,303,544,259,843",35843
JPN-2001,JPN,Japan,2001,male,15-24 ,1146,7856000,14.59,"4,303,544,259,843",35843
JPN-2001,JPN,Japan,2001,female,35-54 ,2148,17363000,12.37,"4,303,544,259,843",35843
JPN-2001,JPN,Japan,2001,female,25-34 ,1013,9178000,11.04,"4,303,544,259,843",35843
JPN-2001,JPN,Japan,2001,female,15-24 ,522,7460000,7.0,"4,303,544,259,843",35843
JPN-2001,JPN,Japan,2001,male,5-14 ,39,6295000,0.62,"4,303,544,259,843",35843
JPN-2001,JPN,Japan,2001,female,5-14 ,22,5990000,0.37,"4,303,544,259,843",35843
JPN-2002,JPN,Japan,2002,male,55-74 ,7956,14446000,55.07,"4,115,116,279,070",34239
JPN-2002,JPN,Japan,2002,male,35-54 ,8202,17249000,47.55,"4,115,116,279,070",34239
JPN-2002,JPN,Japan,2002,male,75+ ,1709,3621000,47.2,"4,115,116,279,070",34239
JPN-2002,JPN,Japan,2002,female,75+ ,1664,6387000,26.05,"4,115,116,279,070",34239
JPN-2002,JPN,Japan,2002,male,25-34 ,2444,9406000,25.98,"4,115,116,279,070",34239
JPN-2002,JPN,Japan,2002,female,55-74 ,2919,15754000,18.53,"4,115,116,279,070",34239
JPN-2002,JPN,Japan,2002,male,15-24 ,1131,7671000,14.74,"4,115,116,279,070",34239
JPN-2002,JPN,Japan,2002,female,35-54 ,2187,17125000,12.77,"4,115,116,279,070",34239
JPN-2002,JPN,Japan,2002,female,25-34 ,1005,9124000,11.01,"4,115,116,279,070",34239
JPN-2002,JPN,Japan,2002,female,15-24 ,461,7274000,6.34,"4,115,116,279,070",34239
JPN-2002,JPN,Japan,2002,male,5-14 ,25,6215000,0.4,"4,115,116,279,070",34239
JPN-2002,JPN,Japan,2002,female,5-14 ,12,5917000,0.2,"4,115,116,279,070",34239
JPN-2003,JPN,Japan,2003,male,55-74 ,8409,14889000,56.48,"4,445,658,071,222",36926
JPN-2003,JPN,Japan,2003,male,35-54 ,8948,16966000,52.74,"4,445,658,071,222",36926
JPN-2003,JPN,Japan,2003,male,75+ ,1733,3835000,45.19,"4,445,658,071,222",36926
JPN-2003,JPN,Japan,2003,male,25-34 ,2910,9349000,31.13,"4,445,658,071,222",36926
JPN-2003,JPN,Japan,2003,female,75+ ,1643,6676000,24.61,"4,445,658,071,222",36926
JPN-2003,JPN,Japan,2003,female,55-74 ,3100,16200000,19.14,"4,445,658,071,222",36926
JPN-2003,JPN,Japan,2003,male,15-24 ,1158,7483000,15.48,"4,445,658,071,222",36926
JPN-2003,JPN,Japan,2003,female,35-54 ,2227,16840000,13.22,"4,445,658,071,222",36926
JPN-2003,JPN,Japan,2003,female,25-34 ,1132,9059000,12.5,"4,445,658,071,222",36926
JPN-2003,JPN,Japan,2003,female,15-24 ,556,7089000,7.84,"4,445,658,071,222",36926
JPN-2003,JPN,Japan,2003,female,5-14 ,33,5858000,0.56,"4,445,658,071,222",36926
JPN-2003,JPN,Japan,2003,male,5-14 ,32,6151000,0.52,"4,445,658,071,222",36926
JPN-2004,JPN,Japan,2004,male,55-74 ,7895,15316000,51.55,"4,815,148,854,362",39960
JPN-2004,JPN,Japan,2004,male,35-54 ,8056,16685000,48.28,"4,815,148,854,362",39960
JPN-2004,JPN,Japan,2004,male,75+ ,1876,4056000,46.25,"4,815,148,854,362",39960
JPN-2004,JPN,Japan,2004,male,25-34 ,2677,9241000,28.97,"4,815,148,854,362",39960
JPN-2004,JPN,Japan,2004,female,75+ ,1595,6977000,22.86,"4,815,148,854,362",39960
JPN-2004,JPN,Japan,2004,female,55-74 ,2941,16631000,17.68,"4,815,148,854,362",39960
JPN-2004,JPN,Japan,2004,male,15-24 ,1233,7289000,16.92,"4,815,148,854,362",39960
JPN-2004,JPN,Japan,2004,female,35-54 ,2045,16564000,12.35,"4,815,148,854,362",39960
JPN-2004,JPN,Japan,2004,female,25-34 ,1088,8932000,12.18,"4,815,148,854,362",39960
JPN-2004,JPN,Japan,2004,female,15-24 ,579,6905000,8.39,"4,815,148,854,362",39960
JPN-2004,JPN,Japan,2004,male,5-14 ,27,6097000,0.44,"4,815,148,854,362",39960
JPN-2004,JPN,Japan,2004,female,5-14 ,22,5807000,0.38,"4,815,148,854,362",39960
JPN-2005,JPN,Japan,2005,male,55-74 ,8005,15797130,50.67,"4,755,410,630,912",39412
JPN-2005,JPN,Japan,2005,male,35-54 ,8073,16566953,48.73,"4,755,410,630,912",39412
JPN-2005,JPN,Japan,2005,male,75+ ,1858,4288706,43.32,"4,755,410,630,912",39412
JPN-2005,JPN,Japan,2005,male,25-34 ,2862,8984855,31.85,"4,755,410,630,912",39412
JPN-2005,JPN,Japan,2005,female,75+ ,1600,7307828,21.89,"4,755,410,630,912",39412
JPN-2005,JPN,Japan,2005,male,15-24 ,1243,7043709,17.65,"4,755,410,630,912",39412
JPN-2005,JPN,Japan,2005,female,55-74 ,2786,17011318,16.38,"4,755,410,630,912",39412
JPN-2005,JPN,Japan,2005,female,25-34 ,1140,8705334,13.1,"4,755,410,630,912",39412
JPN-2005,JPN,Japan,2005,female,35-54 ,2114,16388567,12.9,"4,755,410,630,912",39412
JPN-2005,JPN,Japan,2005,female,15-24 ,643,6672938,9.64,"4,755,410,630,912",39412
JPN-2005,JPN,Japan,2005,male,5-14 ,29,6095375,0.48,"4,755,410,630,912",39412
JPN-2005,JPN,Japan,2005,female,5-14 ,16,5794794,0.28,"4,755,410,630,912",39412
JPN-2006,JPN,Japan,2006,male,55-74 ,7921,16002000,49.5,"4,530,377,224,970",37534
JPN-2006,JPN,Japan,2006,male,35-54 ,7436,16519000,45.01,"4,530,377,224,970",37534
